productid,weight,fat_content,category,outlet_type
104727,,Low Fat,Snack Foods,Grocery Store
104728,13.6,Regular,Frozen Foods,Supermarket Type1
104729,15.1,LF,Household,Supermarket Type1
104730,15.25,Low Fat,Household,Supermarket Type1
104731,6.28,Low Fat,Soft Drinks,Supermarket Type2
104732,7.855,Regular,Dairy,Supermarket Type1
104733,8.97,Low Fat,Household,Grocery Store
104734,19.35,Regular,Fruits and Vegetables,Supermarket Type1
104735,,Low Fat,Hard Drinks,Supermarket Type3
104736,11.8,Low Fat,Fruits and Vegetables,Supermarket Type1
104737,14.5,Regular,Fruits and Vegetables,Supermarket Type2
104738,16.85,Regular,Snack Foods,Supermarket Type1
104739,,Low Fat,Dairy,Supermarket Type3
104740,7.605,Low Fat,Fruits and Vegetables,Supermarket Type1
104741,11.15,Low Fat,Dairy,Grocery Store
104742,12.35,Low Fat,Snack Foods,Supermarket Type2
104743,11,Regular,Canned,Supermarket Type2
104744,18.75,Low Fat,Household,Supermarket Type1
104745,,Low Fat,Frozen Foods,Supermarket Type3
104746,18.85,Low Fat,Health and Hygiene,Supermarket Type1
104747,5.785,Regular,Fruits and Vegetables,Supermarket Type1
104748,20.25,Low Fat,Household,Supermarket Type1
104749,13.35,Low Fat,Snack Foods,Supermarket Type1
104750,17.75,Regular,Dairy,Supermarket Type1
104751,14.6,Low Fat,Soft Drinks,Supermarket Type1
104752,,Low Fat,Canned,Supermarket Type3
104753,19.35,LF,Fruits and Vegetables,Supermarket Type1
104754,19.75,Low Fat,Snack Foods,Supermarket Type1
104755,,Low Fat,Fruits and Vegetables,Grocery Store
104756,16.25,Low Fat,Household,Supermarket Type1
104757,8.275,Low Fat,Household,Supermarket Type1
104758,12.3,Low Fat,Household,Supermarket Type1
104759,20.7,Regular,Frozen Foods,Supermarket Type1
104760,13.85,Low Fat,Others,Supermarket Type1
104761,,Low Fat,Hard Drinks,Supermarket Type3
104762,11.8,Low Fat,Hard Drinks,Supermarket Type1
104763,15.35,Regular,Meat,Grocery Store
104764,7.725,LF,Household,Supermarket Type1
104765,,Low Fat,Household,Grocery Store
104766,,Regular,Canned,Supermarket Type3
104767,14.3,Regular,Meat,Supermarket Type1
104768,,Regular,Frozen Foods,Supermarket Type3
104769,18.85,Low Fat,Snack Foods,Supermarket Type1
104770,19.6,Low Fat,Household,Grocery Store
104771,19.2,Regular,Frozen Foods,Supermarket Type1
104772,7.09,Low Fat,Baking Goods,Grocery Store
104773,6.715,Regular,Baking Goods,Supermarket Type2
104774,10.3,Low Fat,Health and Hygiene,Supermarket Type1
104775,,Regular,Frozen Foods,Grocery Store
104776,18.2,Low Fat,Fruits and Vegetables,Supermarket Type1
104777,12.35,Low Fat,Snack Foods,Supermarket Type1
104778,8.84,Regular,Frozen Foods,Supermarket Type1
104779,6.76,Regular,Fruits and Vegetables,Grocery Store
104780,,Low Fat,Snack Foods,Grocery Store
104781,20.85,Low Fat,Frozen Foods,Supermarket Type1
104782,18.7,Low Fat,Baking Goods,Supermarket Type2
104783,,Regular,Snack Foods,Supermarket Type3
104784,10.5,Regular,Dairy,Supermarket Type1
104785,,low fat,Household,Supermarket Type3
104786,11.3,Low Fat,Household,Supermarket Type1
104787,9.895,Regular,Frozen Foods,Supermarket Type1
104788,,Low Fat,Health and Hygiene,Supermarket Type3
104789,16.25,Low Fat,Fruits and Vegetables,Supermarket Type1
104790,6.89,Regular,Snack Foods,Supermarket Type1
104791,10.1,Regular,Snack Foods,Supermarket Type1
104792,17.6,Regular,Snack Foods,Supermarket Type1
104793,11.1,Regular,Fruits and Vegetables,Supermarket Type1
104794,6.26,Low Fat,Household,Supermarket Type2
104795,18.7,Low Fat,Snack Foods,Supermarket Type1
104796,8.895,Regular,Baking Goods,Supermarket Type1
104797,6.115,Regular,Frozen Foods,Supermarket Type1
104798,8.88,LF,Household,Supermarket Type1
104799,19.7,Low Fat,Baking Goods,Grocery Store
104800,,Low Fat,Canned,Supermarket Type3
104801,20.7,Low Fat,Canned,Grocery Store
104802,6.695,Low Fat,Frozen Foods,Supermarket Type1
104803,,Low Fat,Household,Grocery Store
104804,,Low Fat,Snack Foods,Grocery Store
104805,14,Regular,Frozen Foods,Supermarket Type1
104806,10.195,Low Fat,Snack Foods,Grocery Store
104807,12.5,Low Fat,Canned,Supermarket Type1
104808,15,Low Fat,Breads,Supermarket Type2
104809,15,Low Fat,Health and Hygiene,Supermarket Type2
104810,20.75,Low Fat,Breakfast,Supermarket Type2
104811,17.7,Low Fat,Frozen Foods,Supermarket Type1
104812,6.28,Low Fat,Soft Drinks,Grocery Store
104813,,Low Fat,Snack Foods,Supermarket Type3
104814,8.76,Low Fat,Health and Hygiene,Supermarket Type1
104815,15.15,Low Fat,Baking Goods,Supermarket Type1
104816,16.75,Regular,Meat,Supermarket Type1
104817,9.1,Low Fat,Household,Supermarket Type1
104818,,Regular,Canned,Supermarket Type3
104819,12.8,Low Fat,Fruits and Vegetables,Supermarket Type1
104820,,Low Fat,Canned,Grocery Store
104821,,Low Fat,Dairy,Supermarket Type3
104822,8.975,Regular,Canned,Supermarket Type1
104823,15.6,Low Fat,Frozen Foods,Supermarket Type1
104824,17.25,LF,Soft Drinks,Grocery Store
104825,10.5,Low Fat,Household,Supermarket Type2
104826,9.395,Low Fat,Others,Supermarket Type1
104827,18.85,Low Fat,Health and Hygiene,Supermarket Type2
104828,7.02,Low Fat,Dairy,Supermarket Type1
104829,7.655,Low Fat,Canned,Supermarket Type2
104830,,Regular,Baking Goods,Grocery Store
104831,20.25,Low Fat,Household,Supermarket Type2
104832,13.35,Low Fat,Meat,Supermarket Type1
104833,9.6,Low Fat,Household,Supermarket Type1
104834,15.7,Low Fat,Canned,Supermarket Type1
104835,17.5,Low Fat,Meat,Supermarket Type1
104836,6.86,Low Fat,Household,Supermarket Type1
104837,16.75,Low Fat,Snack Foods,Supermarket Type1
104838,13.1,Regular,Frozen Foods,Supermarket Type1
104839,15.35,Regular,Fruits and Vegetables,Supermarket Type1
104840,18.35,Low Fat,Hard Drinks,Supermarket Type1
104841,11.15,Regular,Dairy,Supermarket Type1
104842,6.96,Low Fat,Soft Drinks,Grocery Store
104843,17.75,Low Fat,Fruits and Vegetables,Supermarket Type1
104844,17.7,Regular,Fruits and Vegetables,Supermarket Type1
104845,5.405,reg,Canned,Supermarket Type1
104846,,Regular,Fruits and Vegetables,Grocery Store
104847,9.5,Regular,Snack Foods,Supermarket Type1
104848,,Low Fat,Hard Drinks,Supermarket Type3
104849,11.5,Low Fat,Health and Hygiene,Supermarket Type2
104850,7.605,Low Fat,Fruits and Vegetables,Supermarket Type1
104851,12.1,Low Fat,Household,Supermarket Type1
104852,5.825,Low Fat,Household,Supermarket Type1
104853,8.275,Low Fat,Household,Supermarket Type1
104854,,Low Fat,Household,Grocery Store
104855,7.55,Low Fat,Canned,Supermarket Type2
104856,8.02,Low Fat,Snack Foods,Supermarket Type1
104857,13.5,Low Fat,Household,Supermarket Type1
104858,18.6,Regular,Meat,Supermarket Type1
104859,,Regular,Snack Foods,Supermarket Type3
104860,7.685,Low Fat,Health and Hygiene,Supermarket Type1
104861,7.42,Regular,Seafood,Supermarket Type1
104862,14.1,Low Fat,Fruits and Vegetables,Supermarket Type1
104863,19.7,Regular,Baking Goods,Supermarket Type1
104864,14.1,Low Fat,Baking Goods,Supermarket Type2
104865,16.6,Low Fat,Canned,Supermarket Type1
104866,15.2,Low Fat,Meat,Supermarket Type1
104867,,LF,Dairy,Supermarket Type3
104868,8.67,Low Fat,Soft Drinks,Supermarket Type1
104869,20.2,Low Fat,Household,Supermarket Type2
104870,10.3,reg,Canned,Supermarket Type1
104871,6.635,Regular,Frozen Foods,Supermarket Type1
104872,,Low Fat,Household,Supermarket Type3
104873,17,Low Fat,Health and Hygiene,Supermarket Type1
104874,9.695,Regular,Snack Foods,Supermarket Type1
104875,15.7,Regular,Canned,Supermarket Type1
104876,16.35,Low Fat,Meat,Supermarket Type1
104877,9.195,Regular,Baking Goods,Supermarket Type1
104878,,Low Fat,Health and Hygiene,Grocery Store
104879,15.35,LF,Snack Foods,Supermarket Type1
104880,10.1,Regular,Snack Foods,Supermarket Type1
104881,14.15,Low Fat,Canned,Grocery Store
104882,8.71,Regular,Dairy,Supermarket Type1
104883,17.85,Regular,Meat,Supermarket Type1
104884,18,Regular,Fruits and Vegetables,Supermarket Type1
104885,19.35,Low Fat,Snack Foods,Supermarket Type1
104886,,Low Fat,Soft Drinks,Supermarket Type3
104887,5.73,Low Fat,Soft Drinks,Supermarket Type1
104888,,Low Fat,Canned,Grocery Store
104889,,Low Fat,Household,Supermarket Type3
104890,11.65,Low Fat,Seafood,Supermarket Type2
104891,8.1,Regular,Canned,Supermarket Type1
104892,17,Low Fat,Dairy,Supermarket Type2
104893,16.35,Low Fat,Household,Supermarket Type2
104894,18.6,Low Fat,Health and Hygiene,Supermarket Type1
104895,9.8,Low Fat,Fruits and Vegetables,Supermarket Type1
104896,11.85,Low Fat,Dairy,Supermarket Type1
104897,15.1,Low Fat,Baking Goods,Supermarket Type1
104898,5.46,Regular,Canned,Supermarket Type1
104899,16.2,LF,Canned,Supermarket Type2
104900,11.35,Regular,Fruits and Vegetables,Supermarket Type1
104901,17.7,Low Fat,Dairy,Supermarket Type2
104902,,Low Fat,Soft Drinks,Grocery Store
104903,19.5,Regular,Canned,Supermarket Type1
104904,11.65,Low Fat,Snack Foods,Supermarket Type1
104905,9.8,Regular,Meat,Supermarket Type1
104906,11.3,Low Fat,Household,Grocery Store
104907,20.5,Regular,Frozen Foods,Supermarket Type1
104908,12.15,Low Fat,Meat,Supermarket Type2
104909,19,Low Fat,Household,Supermarket Type1
104910,6.465,Low Fat,Canned,Supermarket Type1
104911,18.6,Low Fat,Frozen Foods,Supermarket Type1
104912,14.85,Regular,Baking Goods,Supermarket Type1
104913,15.75,Low Fat,Hard Drinks,Supermarket Type2
104914,7.47,Regular,Frozen Foods,Grocery Store
104915,12.5,Regular,Fruits and Vegetables,Supermarket Type1
104916,17.1,Low Fat,Household,Supermarket Type1
104917,,Low Fat,Health and Hygiene,Grocery Store
104918,19.6,Low Fat,Health and Hygiene,Supermarket Type1
104919,,Low Fat,Household,Grocery Store
104920,11.85,Regular,Fruits and Vegetables,Supermarket Type1
104921,,reg,Meat,Supermarket Type3
104922,9.6,Low Fat,Baking Goods,Supermarket Type1
104923,5.305,Regular,Meat,Supermarket Type1
104924,16.2,Low Fat,Health and Hygiene,Supermarket Type1
104925,17.5,Regular,Dairy,Supermarket Type1
104926,7.27,Regular,Canned,Supermarket Type1
104927,,Regular,Baking Goods,Supermarket Type3
104928,,Low Fat,Snack Foods,Grocery Store
104929,18.6,Low Fat,Frozen Foods,Supermarket Type1
104930,6.675,Low Fat,Household,Supermarket Type2
104931,,Low Fat,Snack Foods,Supermarket Type3
104932,5.305,Regular,Meat,Supermarket Type1
104933,5.485,Low Fat,Health and Hygiene,Supermarket Type1
104934,15.7,Low Fat,Health and Hygiene,Supermarket Type1
104935,17.75,Low Fat,Seafood,Supermarket Type1
104936,13.85,Regular,Frozen Foods,Supermarket Type1
104937,7.72,Regular,Fruits and Vegetables,Supermarket Type1
104938,7.26,Low Fat,Meat,Supermarket Type1
104939,,Low Fat,Snack Foods,Supermarket Type3
104940,9.27,Low Fat,Dairy,Supermarket Type1
104941,,reg,Baking Goods,Supermarket Type3
104942,10.195,Low Fat,Snack Foods,Supermarket Type1
104943,14.15,Low Fat,Fruits and Vegetables,Supermarket Type1
104944,8.38,Regular,Baking Goods,Supermarket Type2
104945,11.5,Regular,Frozen Foods,Supermarket Type1
104946,13.6,Regular,Frozen Foods,Supermarket Type1
104947,18.2,Low Fat,Fruits and Vegetables,Supermarket Type1
104948,7.63,Low Fat,Soft Drinks,Supermarket Type1
104949,10.195,Low Fat,Snack Foods,Supermarket Type1
104950,19.7,Regular,Canned,Supermarket Type1
104951,17.75,Regular,Baking Goods,Supermarket Type1
104952,9.695,Low Fat,Hard Drinks,Supermarket Type2
104953,8.84,Regular,Frozen Foods,Supermarket Type1
104954,17.75,Low Fat,Dairy,Supermarket Type1
104955,14.85,Regular,Fruits and Vegetables,Supermarket Type1
104956,5.78,Low Fat,Soft Drinks,Supermarket Type1
104957,5.94,Low Fat,Canned,Supermarket Type1
104958,,Low Fat,Breads,Grocery Store
104959,,Low Fat,Starchy Foods,Grocery Store
104960,21.35,Low Fat,Fruits and Vegetables,Supermarket Type1
104961,5.825,Low Fat,Household,Supermarket Type1
104962,6.67,Regular,Snack Foods,Supermarket Type1
104963,12.8,Low Fat,Others,Supermarket Type1
104964,7.84,Regular,Canned,Supermarket Type1
104965,6.75,reg,Dairy,Supermarket Type1
104966,9.6,Low Fat,Baking Goods,Grocery Store
104967,10.3,Regular,Fruits and Vegetables,Supermarket Type1
104968,6.825,Low Fat,Health and Hygiene,Supermarket Type1
104969,7.36,Low Fat,Frozen Foods,Supermarket Type1
104970,6.305,reg,Snack Foods,Supermarket Type1
104971,13,Low Fat,Household,Grocery Store
104972,5.73,Low Fat,Soft Drinks,Supermarket Type1
104973,5.26,Regular,Breads,Supermarket Type1
104974,,Low Fat,Fruits and Vegetables,Supermarket Type3
104975,9.1,Low Fat,Household,Supermarket Type2
104976,8.43,Low Fat,Household,Grocery Store
104977,15.85,Regular,Baking Goods,Supermarket Type1
104978,20,Regular,Canned,Supermarket Type1
104979,5.425,Regular,Baking Goods,Supermarket Type1
104980,16.5,Regular,Breakfast,Supermarket Type1
104981,18.35,Regular,Frozen Foods,Supermarket Type1
104982,16.7,Regular,Dairy,Supermarket Type1
104983,14.1,LF,Baking Goods,Supermarket Type1
104984,19.1,Regular,Fruits and Vegetables,Supermarket Type1
104985,17.6,Regular,Starchy Foods,Grocery Store
104986,5.44,Regular,Baking Goods,Supermarket Type1
104987,13.65,Regular,Fruits and Vegetables,Supermarket Type1
104988,,Low Fat,Fruits and Vegetables,Supermarket Type3
104989,17.6,Low Fat,Meat,Grocery Store
104990,10.3,Low Fat,Dairy,Grocery Store
104991,,Low Fat,Others,Supermarket Type3
104992,9,Low Fat,Soft Drinks,Supermarket Type1
104993,15.85,Regular,Meat,Supermarket Type1
104994,20.25,Regular,Dairy,Supermarket Type1
104995,8.355,low fat,Baking Goods,Grocery Store
104996,16.5,Regular,Canned,Supermarket Type1
104997,10.395,Low Fat,Seafood,Supermarket Type2
104998,8.8,Low Fat,Snack Foods,Grocery Store
104999,,Low Fat,Snack Foods,Grocery Store
105000,6.895,low fat,Meat,Grocery Store
105001,11.8,Low Fat,Health and Hygiene,Supermarket Type1
105002,8.71,Low Fat,Canned,Supermarket Type1
105003,6.92,Regular,Breakfast,Supermarket Type1
105004,15.85,Low Fat,Canned,Supermarket Type1
105005,7.785,Regular,Fruits and Vegetables,Supermarket Type1
105006,19.85,Low Fat,Dairy,Supermarket Type1
105007,21.35,Low Fat,Fruits and Vegetables,Supermarket Type1
105008,14,Regular,Canned,Supermarket Type1
105009,20.2,Low Fat,Household,Supermarket Type1
105010,20.75,Regular,Breakfast,Supermarket Type2
105011,10.895,Low Fat,Fruits and Vegetables,Supermarket Type1
105012,,Regular,Baking Goods,Supermarket Type3
105013,21.25,Low Fat,Snack Foods,Supermarket Type1
105014,16.2,Low Fat,Fruits and Vegetables,Supermarket Type1
105015,11.6,Regular,Frozen Foods,Supermarket Type1
105016,,Low Fat,Frozen Foods,Grocery Store
105017,6.215,Regular,Baking Goods,Supermarket Type1
105018,16.75,Low Fat,Hard Drinks,Supermarket Type1
105019,5.26,Regular,Breads,Supermarket Type2
105020,7.22,Regular,Baking Goods,Supermarket Type1
105021,,Low Fat,Dairy,Supermarket Type3
105022,10.895,LF,Others,Supermarket Type1
105023,6.055,Low Fat,Fruits and Vegetables,Supermarket Type1
105024,12.5,Low Fat,Fruits and Vegetables,Supermarket Type1
105025,6.035,Low Fat,Snack Foods,Supermarket Type2
105026,,Regular,Meat,Grocery Store
105027,16.1,Regular,Fruits and Vegetables,Grocery Store
105028,12.5,Regular,Canned,Supermarket Type1
105029,15.6,Regular,Snack Foods,Supermarket Type2
105030,17.85,Low Fat,Snack Foods,Supermarket Type1
105031,10.895,Low Fat,Others,Grocery Store
105032,15.1,Regular,Meat,Supermarket Type1
105033,7.97,Low Fat,Seafood,Supermarket Type1
105034,14.5,Regular,Baking Goods,Supermarket Type1
105035,18.7,Low Fat,Snack Foods,Supermarket Type1
105036,6.865,Regular,Frozen Foods,Supermarket Type1
105037,,Low Fat,Starchy Foods,Supermarket Type3
105038,14,Low Fat,Health and Hygiene,Supermarket Type1
105039,10.8,Low Fat,Hard Drinks,Supermarket Type1
105040,6.78,Regular,Fruits and Vegetables,Supermarket Type1
105041,7.52,Regular,Baking Goods,Supermarket Type1
105042,6.865,Regular,Frozen Foods,Supermarket Type1
105043,11.65,Low Fat,Hard Drinks,Supermarket Type1
105044,,Low Fat,Baking Goods,Supermarket Type3
105045,9.695,Regular,Canned,Supermarket Type1
105046,,Low Fat,Snack Foods,Grocery Store
105047,14,Low Fat,Household,Supermarket Type1
105048,6.195,Low Fat,Snack Foods,Supermarket Type1
105049,17.6,Low Fat,Dairy,Supermarket Type1
105050,17.25,Low Fat,Soft Drinks,Supermarket Type1
105051,,Low Fat,Hard Drinks,Grocery Store
105052,6.17,Low Fat,Meat,Supermarket Type1
105053,14.75,Low Fat,Health and Hygiene,Supermarket Type1
105054,,Low Fat,Meat,Grocery Store
105055,12.3,LF,Frozen Foods,Supermarket Type1
105056,20.25,Regular,Dairy,Supermarket Type2
105057,14,Low Fat,Fruits and Vegetables,Supermarket Type1
105058,7.105,Low Fat,Household,Supermarket Type1
105059,15.35,Regular,Fruits and Vegetables,Supermarket Type1
105060,12,Low Fat,Health and Hygiene,Supermarket Type1
105061,17.5,Low Fat,Snack Foods,Grocery Store
105062,,Regular,Fruits and Vegetables,Supermarket Type3
105063,7.39,Low Fat,Soft Drinks,Supermarket Type1
105064,13.6,Regular,Frozen Foods,Supermarket Type1
105065,11.1,Low Fat,Baking Goods,Supermarket Type2
105066,8,Regular,Breads,Supermarket Type2
105067,9.21,Low Fat,Fruits and Vegetables,Supermarket Type1
105068,16.2,Low Fat,Canned,Supermarket Type1
105069,20.35,Low Fat,Snack Foods,Supermarket Type1
105070,18.6,Low Fat,Household,Supermarket Type1
105071,8.935,Low Fat,Frozen Foods,Grocery Store
105072,7.35,Low Fat,Fruits and Vegetables,Supermarket Type1
105073,13.35,Low Fat,Baking Goods,Supermarket Type1
105074,8.27,Regular,Snack Foods,Supermarket Type1
105075,7.27,Low Fat,Soft Drinks,Supermarket Type1
105076,10.195,Regular,Dairy,Supermarket Type1
105077,11.65,Low Fat,Fruits and Vegetables,Supermarket Type1
105078,9.895,Regular,Frozen Foods,Supermarket Type1
105079,,Low Fat,Fruits and Vegetables,Supermarket Type3
105080,10.8,Low Fat,Meat,Supermarket Type1
105081,11.6,LF,Soft Drinks,Supermarket Type1
105082,17.6,Regular,Breads,Supermarket Type1
105083,9,Low Fat,Household,Supermarket Type1
105084,8.71,Regular,Canned,Supermarket Type1
105085,10.5,Regular,Breads,Supermarket Type2
105086,14.75,Low Fat,Health and Hygiene,Supermarket Type1
105087,12.85,Low Fat,Snack Foods,Supermarket Type1
105088,,Low Fat,Health and Hygiene,Grocery Store
105089,19.35,Low Fat,Fruits and Vegetables,Supermarket Type2
105090,16.85,Regular,Frozen Foods,Supermarket Type2
105091,20,Regular,Frozen Foods,Supermarket Type1
105092,12.15,LF,Others,Supermarket Type1
105093,7.68,LF,Health and Hygiene,Supermarket Type1
105094,14.15,Low Fat,Canned,Supermarket Type1
105095,16.35,Low Fat,Meat,Supermarket Type1
105096,20,Regular,Frozen Foods,Supermarket Type1
105097,20.85,Low Fat,Meat,Supermarket Type1
105098,,LF,Dairy,Grocery Store
105099,17.85,Low Fat,Snack Foods,Supermarket Type1
105100,6.035,Low Fat,Snack Foods,Supermarket Type1
105101,12.35,Regular,Dairy,Supermarket Type1
105102,18.7,Regular,Meat,Grocery Store
105103,,Low Fat,Snack Foods,Supermarket Type3
105104,18.35,Low Fat,Health and Hygiene,Supermarket Type1
105105,10.695,Low Fat,Household,Supermarket Type1
105106,,Regular,Frozen Foods,Grocery Store
105107,7.89,Low Fat,Dairy,Supermarket Type1
105108,6.655,Low Fat,Fruits and Vegetables,Supermarket Type1
105109,15.85,Low Fat,Starchy Foods,Supermarket Type1
105110,8.35,Regular,Frozen Foods,Supermarket Type1
105111,12.5,Low Fat,Starchy Foods,Supermarket Type1
